htid,title,org
uiuc.3063176_001,Behind the scenes in a hotel ,Consumers' League of New York City 
wu.89062230198,Officers' reports to the ... Convention of the International Ladies' Garment Workers' Union ,International Ladies' Garment Workers' Union General Executive Board. 
pst.000007402111,Monitoring vocational education systems for sex equity compliance a citizen's handbook ,League of Women Voters (U.S.) Education Fund. 
uiug.30112038190267,Know your towns ,"League of Women Voters of Champaign County, Illinois "
wu.89065719114,SCLC the Southern Christian Leadership conference national magazine ,Southern Christian Leadership Conference 
pst.000007402616,Our compound republic ,League of Women Voters (U.S.) Education Fund. 
pst.000007402616,Perspectives on Congress ,League of Women Voters (U.S.) Education Fund. 
wu.89065719684,SCLC the Southern Christian Leadership conference national magazine ,Southern Christian Leadership Conference 
pst.000007402654,Energy dilemmas an overview of U.S. energy problems and issues ,League of Women Voters (U.S.) Education Fund. 
uiug.30112039715724,Preamble and constitution of the Industrial Workers of the World ,Industrial Workers of the World 
wu.89069667780,Our Solomon Nidiffer clan ,"Witcher, Mary Jeanette Smith 1903-1984 "
pst.000007402661,Perspectives on Congress ,League of Women Voters (U.S.) Education Fund. 
uiug.30112061738669,Large city school systems studies of seven cities ,League of Women Voters (U.S.) 
pst.000007402715,Achieving due responsibility ,League of Women Voters (U.S.) Education Fund. 
uiug.30112063305558,Know your towns ,"League of Women Voters of Champaign County, Illinois "
pst.000009099913,"Key to the Keystone State, Pennsylvania ","League of Women Voters of Pennsylvania Education Fund. Key to the Keystone State, Pennsylvania. "
uiug.30112070086795,The Activist ,Students for a Democratic Society (U.S.) 
pst.000009180055,Voters service/citizen information handbook ,League of Women Voters (U.S.) Education Fund. 
uiug.30112070715450,The merit system in Massachusetts a study of public personnel administration in the Commonwealth ,League of Women Voters of Massachusetts 
coo.31924050114796,Report and record ,International Ladies' Garment Workers' Union Convention. 
uiug.30112083784022,Preamble and constitution of the Industrial Workers of the World ,Industrial Workers of the World 
uiug.30112083784048,Preamble and constitution of the Industrial Workers of the World ,Industrial Workers of the World 
pst.000013445683,Our compound republic ,League of Women Voters (U.S.) Education Fund. 
uiug.30112087705528,Annual report of the Equal Franchise Society ,Equal Franchise Society (New York) 
pst.000013464493,Perspectives on Congress ,League of Women Voters (U.S.) Education Fund. 
pst.000013735890,A citizen's guide to electric utilities ,League of Women Voters (U.S.) Education Fund. 
pst.000013736422,Know your schools ,League of Women Voters (U.S.) Education Fund. 
pst.000017805988,Living in the Allentown area ,"League of Women Voters of Allentown, Pa "
pst.000017845809,Centre County municipal officials directory ,League of Women Voters of Centre County (Pa.) 
pst.000019131726,"Centre piece [facts and figures about State College and other communities in Centre County, Pennsylvania ","League of Women Voters of State College, Pennsylvania "
pst.000019131740,"Know your town, Mt. Lebanon, Pennsylvania ","League of Women Voters of Mt. Lebanon, Pa "
pst.000020909826,This is Luzerne County ,"League of Women Voters of Wilkes-Barre, Pennsylvania "
pst.000022044341,Key to the keystone state: Pennsylvania ,League of Women Voters of Pennsylvania Education Fund. 
pst.000024095570,The industrial pioneer an illustrated labor magazine ,Industrial Workers of the World 
pst.000031146180,Centre County municipal officials directory ,League of Women Voters of Centre County (Pa.) 
pst.000057878935,The intercollegiate socialist ,Intercollegiate Socialist Society (U.S.) 
uiug.30112087705528,Annual report of the President ,Equal Franchise Society (New York) 
pst.000063809657,The socialist review ,Intercollegiate Socialist Society (U.S.) 
pst.000063809664,Labor age ,Intercollegiate Socialist Society (U.S.) 
uiug.30112087813504,Financial awareness for women in Indiana ,League of Women Voters of Indiana 
pst.000063809664,The socialist review ,Intercollegiate Socialist Society (U.S.) 
uiug.30112098486357,Report ,Consumers' League of New York City 
txu.059173026803592,"Regional legal services project for women report on the first year evaluation, Nov/Dec 1980, Honduras, Nicaragua, Costa Rica ",League of Women Voters (U.S.) Overseas Education Fund. 
uiug.30112106937227,Activist and the Albatross spring 1963- ,Students for a Democratic Society (U.S.) 
txu.059173026806535,Annotated bibliography on child care needs of low-income mothers in third world countries ,League of Women Voters (U.S.) Overseas Education Fund. 
txu.059173026873394,Human Development Project ,League of Women Voters (U.S.) Overseas Education Fund. 
txu.059173027047542,Intercambio English summary ,League of Women Voters (U.S.) Overseas Education Fund. 
uc1.$b39466,"Buyers beware the case for new food, drug, and cosmetics legislation ",League of Women Voters (U.S.) 
uc1.$b39466,"Food, drug, and cosmetics legislation ",League of Women Voters (U.S.) 
uiuo.ark:/13960/t1fj6wp9z,Illinois student vote an opportunity for you and your students to actively participate in the electoral process ,League of Women Voters of Illinois 
uc1.$b474870,The American economy analysis and policy ,"Witchel, Jess "
uc1.$b575434,Muscle Shoals and the public welfare ,League of Women Voters (U.S.) 
uc1.$b586063,Franchise proposals and constitutional safeguards ,Progressive Party of South Africa 
uc1.$b586064,"Rigid constitution, the decentralization of government, and the administration of justice ",Progressive Party of South Africa 
uc1.$b95324,Consider the laundry workers ,League of Women Shoppers 
uiuo.ark:/13960/t1fj6wp9z,Illinois students vote ,League of Women Voters of Illinois 
uc1.$b95949,The forty eight hour law do working women want it ? ,Consumers' League of New York City 
uc1.31175035182800,The sweatshop blight of the tenements ,Consumers' League of New York City 
uiuo.ark:/13960/t3033k24n,At the House on Henry St ,"Henry Street Settlement (New York, N.Y.) "
uc1.31970007306217,Industrial pioneer ,Industrial Workers of the World General Executive Board. 
uc1.31970026988128,The Intercollegiate socialist ,Intercollegiate Socialist Society (U.S.) 
uc1.32106001026613,"How democratic is America? Responses to the New Left challenge. An official statement of Students for a Democratic Society, and essays by Walter Berns [and others] ",Students for a Democratic Society (U.S.) 
uc1.32106006639931,A citizen's guide to Scotts Valley ,League of Women Voters of Santa Cruz County 
uc1.32106007734814,The records of the National Consumers League [guide to the collection] ,National Consumers' League 
umn.31951002028961p,Labor laws of Minnesota revised to 1915 ,League of Women Voters of Minnesota 
umn.31951002100410z,The case for the minimum wage six special articles ,National Consumers' League 
umn.31951002100412v,The case for the minimum wage six special articles ,National Consumers' League 
uc1.32106009936342,"A Guide to your county government Santa Cruz County, California ",League of Women Voters of Santa Cruz County 
uc1.32106020398092,Congress of Racial Equality (CORE) papers ,Congress of Racial Equality 
uc1.32106020398100,Congress of Racial Equality (CORE) papers ,Congress of Racial Equality 
uc1.b3032771,Report ,Consumers' League of New York City 
uc1.b3032773,Report ,Consumers' League of New York City 
uc1.b3241105,Tuberculosis and the Negro in Pittsburgh a report of the Negro health survey ,"Witchen, Elsie. "
uc1.b3865194,"""What happened to 386 families who were compelled to vacate their slum dwellings to make way for a large housing project"" ","Henry Street Settlement, New York Hamilton House. "
umn.31951002553987f,Problems of discrimination ,League of Women Voters of Minnesota 
uc1.b3906234,The Intercollegiate socialist ,Intercollegiate Socialist Society (U.S.) 
uc1.b3974262,Report and proceedings of the convention ,International Ladies' Garment Workers' Union 
uc1.b3974264,Report and proceedings of the convention ,International Ladies' Garment Workers' Union 
uc1.b3974268,Report of the General executive Board to the convention (varies slightly) 1920- ,International Ladies' Garment Workers' Union 
uc1.b3974270,Report of the General executive Board to the convention (varies slightly) 1920- ,International Ladies' Garment Workers' Union 
uc1.b3974271,Report of the General executive Board to the convention (varies slightly) 1920- ,International Ladies' Garment Workers' Union 
uc1.b3974275,Report of the General executive Board to the convention (varies slightly) 1920- ,International Ladies' Garment Workers' Union 
uc1.b3974276,Report and proceedings of the convention ,International Ladies' Garment Workers' Union 
umn.31951002652688n,Hennepin County growth and expansion of our oldest level of government ,League of Women Voters (U.S.) Education Fund. 
umn.31951d00150642e,Report ,National Consumers' League 
uc1.b3974278,Report and proceedings of the convention ,International Ladies' Garment Workers' Union 
umn.31951d00279023e,The Nuclear waste primer ,League of Women Voters (U.S.) Education Fund. 
umn.31951d005257188,You are the government a handbook for Minnesota citizens ,League of Women Voters of St. Paul 
umn.31951p003561466,How are we serving Minnesota's mentally ill? report of a citizen project to monitor mental health services in 16 Minnesota counties ,League of Women Voters of Minnesota Education Fund. 
umn.31951p00753011g,Choosing Minnesota's judges an examination of the present system and alternative proposals ,League of Women Voters of Minnesota Education Fund. 
wu.89031121387,The ill-housed a compendium of recent writings and reports on national housing policy ,League of Women Voters (U.S.) 
uc1.b3974279,Report of the General executive Board to the convention (varies slightly) 1920- ,International Ladies' Garment Workers' Union 
uc1.b3974281,Report and proceedings of the convention ,International Ladies' Garment Workers' Union 
wu.89063081897,"Women in industry decision of the United States Supreme Court in Curt Muller vs. State of Oregon, upholding the constitutionality of the Oregon ten hour law for women and brief for the State of Oregon ",National Consumers' League 
